t,v,h,a
299.533,12388.0,175.8,1.1326311020500621
300.033,12411.0,175.2,1.1779363461320647
300.533,12429.0,175.4,1.1382942575603126
301.033,12452.0,175.5,1.1779363461320647
301.533,12473.0,175.7,1.200588968173066
302.033,12493.0,175.9,1.1779363461320647
302.533,12515.0,176.1,1.1949258126628157
303.033,12535.0,176.3,1.1949258126628157
303.533,12557.0,176.5,1.200588968173066
304.033,12581.0,176.7,1.217578434703817
304.533,12598.0,176.8,1.1892626571525653
305.033,12628.0,177.8,1.2289047457243174
305.533,12642.0,177.2,1.2062521236833164
306.033,12664.0,177.4,1.200588968173066
306.533,12685.0,177.5,1.200588968173066
,,,
307.533,12728.0,177.9,1.2090837014384415
308.033,12749.0,178.1,1.203420545928191
308.533,12768.0,178.2,1.1977573904179408
309.033,12793.0,178.4,1.2147468569486917
309.533,12814.0,178.6,1.1977573904179408
310.033,12837.0,178.7,1.2317363234794427
310.533,12858.0,178.9,1.1807679238871898
311.033,12888.0,179.1,1.2713784120511948
,,,
312.033,12924.0,179.4,1.2487257900101936
312.533,12946.0,179.6,1.254388945520444
313.033,12967.0,179.7,1.2515573677653187
313.533,12998.0,179.9,1.3081889228678218
,,,
314.533,13034.0,188.2,1.3025257673575716
,,,
315.533,13076.0,188.5,1.2798731453165704
,,,
316.533,13128.0,188.8,1.3081889228678218
,,,
317.533,13165.0,181.1,1.2827047230716955
318.033,13198.0,181.3,1.3506625891946993
318.533,13212.0,181.5,1.2600521010306942
319.033,13235.0,181.6,1.2883678785819457
319.533,13254.0,181.8,1.2713784120511948
320.033,13288.0,181.9,1.3449994336844489
320.533,13299.0,182.1,1.2317363234794427
321.033,13325.0,182.2,1.2770415675614453
321.533,13344.0,182.4,1.2657152565409446
322.033,13378.0,182.5,1.3110205006229472
322.533,13398.0,182.6,1.3195152338883225
323.033,13414.0,182.8,1.2232415902140672
323.533,13436.0,182.9,1.2685468342960697
324.033,13468.0,183.1,1.3195152338883225
324.533,13481.0,183.2,1.2855363008268206
325.033,13506.0,183.4,1.2345679012345678
325.533,13529.0,183.5,1.3025257673575716
326.033,13551.0,183.7,1.2798731453165704
326.533,13575.0,183.8,1.3081889228678218
327.033,13598.0,183.9,1.2458942122550685
327.533,13621.0,184.1,1.2628836787858193
328.033,13644.0,184.2,1.3025257673575716
328.533,13667.0,184.3,1.3081889228678218
329.033,13698.0,184.5,1.3025257673575716
